SysID	ItemNo	PartNo	PartName	IDCust	Image	IDProject	PackingType	PartTypeID	StdPack	FGLocation	QtyPerCar	SupplierID	CreateBy	IsActive	IsDelete	NameType	INSERT INTO BOM1 (SysID, ItemNo, PartNo, PartName, IDCust, Image, IDProject, PackingType, PartTypeID, StdPack, FGLocation, QtyPerCar, SupplierID, CreateBy, IsActive, IsDelete, NameType) VALUES 
SAI1700089	14	8982594670	CLOSING FRT PLR UPR LH	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	('SAI1700089','14','8982594670','CLOSING FRT PLR UPR LH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700104	7	61130-73R00-000	BRACKET COMP,FR SEAT RR OUT,R	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700104','7','61130-73R00-000','BRACKET COMP,FR SEAT RR OUT,R','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700113	2	58650-68P10-000	CROSSMEMBER COMP,DASH UPPER,R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700113','2','58650-68P10-000','CROSSMEMBER COMP,DASH UPPER,R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700121	10	61531-73R00-000	REINF,RR SEAT RAIL FR CTR	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700121','10','61531-73R00-000','REINF,RR SEAT RAIL FR CTR','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700122	11	61532-73R00	PATCH RR SEAT RAIL FR CTR	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700122','11','61532-73R00','PATCH RR SEAT RAIL FR CTR','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700135	24	68131-73R00	REINF FR DOOR OUTER CTR R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700135','24','68131-73R00','REINF FR DOOR OUTER CTR R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700153	42	86180-74P60	REINF COMP, LIFTER, R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700153','42','86180-74P60','REINF COMP, LIFTER, R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700154	43	86680-74P60	REINF COMP, LIFTER, L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700154','43','86680-74P60','REINF COMP, LIFTER, L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700157	46	88111-73RA0	BRACKET, 3RD STAY INSIDE R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700157','46','88111-73RA0','BRACKET, 3RD STAY INSIDE R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700159	48	88611-73RA0	BRACKET, 3RD STAY INSIDE L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700159','48','88611-73RA0','BRACKET, 3RD STAY INSIDE L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700160	49	87318-73R00	BRACKET, RR RCLNG STOPPER	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700160','49','87318-73R00','BRACKET, RR RCLNG STOPPER','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700161	50	87263-73R00	HOOK, SPRING RR,R	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700161','50','87263-73R00','HOOK, SPRING RR,R','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700162	51	87323-73RJ0	BRACKET, RR CENTER ELR	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700162','51','87323-73RJ0','BRACKET, RR CENTER ELR','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700164	53	87133-73R00	HOOK, SPRING FR,R	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700164','53','87133-73R00','HOOK, SPRING FR,R','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700165	54	87266-73R00	HOOK, SPRING FR,L	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700165','54','87266-73R00','HOOK, SPRING FR,L','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700171	60	88152-73RA0	LINK, 3RD CUSH LEG	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700171','60','88152-73RA0','LINK, 3RD CUSH LEG','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700177	66	87115-73R00	RISER, RR CUSH CENTER R	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700177','66','87115-73R00','RISER, RR CUSH CENTER R','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700178	67	87135-73R00	BRACKET, RR WALKIN CABLE	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700178','67','87135-73R00','BRACKET, RR WALKIN CABLE','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700181	70	85812-74P00	BRACKET, FR BACK HINGE,L	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700181','70','85812-74P00','BRACKET, FR BACK HINGE,L','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700186	75	85624-81P50	PLATE, FR CUSH FRAME, L	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700186','75','85624-81P50','PLATE, FR CUSH FRAME, L','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700191	80	88231-73RA0	BRACKET,3RD INNER, R	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700191','80','88231-73RA0','BRACKET,3RD INNER, R','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700192	81	88731-73RA0	BRACKET,3RD INNER, L	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700192','81','88731-73RA0','BRACKET,3RD INNER, L','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
SAI1700193	57	111	MOTOR	549	NULL	10009	A	FG3	3		3	816	67	1	1	NULL	('SAI1700193','57','111','MOTOR','549',NULL,'10009','A','FG3','3','','3','816','67','1','1',NULL),
SAI1700195	1	65700-TG4R-T002-H1	C/MBR,COM MID FLR	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700195','1','65700-TG4R-T002-H1','C/MBR,COM MID FLR','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700196	2	65110-TG2-K000-H1	FRAME COMP R, FR FLR	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700196','2','65110-TG2-K000-H1','FRAME COMP R, FR FLR','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700197	3	65160-TG4-U000-H1	FRAME COMP L, FR FLR	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700197','3','65160-TG4-U000-H1','FRAME COMP L, FR FLR','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700198	4	62130-TG4R-T002-H1	ROOF RAIL COM REAR	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700198','4','62130-TG4R-T002-H1','ROOF RAIL COM REAR','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700199	5	62143-TG4R-T002-H1	ARCH C ROOF	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700199','5','62143-TG4R-T002-H1','ARCH C ROOF','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700200	6	63910-TG4R-T002	LID COMP F/FILLER	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700200','6','63910-TG4R-T002','LID COMP F/FILLER','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700201	7	64310-TG4R-T002-H1	PNL COMP R RR INN UP	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700201','7','64310-TG4R-T002-H1','PNL COMP R RR INN UP','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700202	8	64710-TG4R-T002-H1	PNL COMP L RR INN UP	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700202','8','64710-TG4R-T002-H1','PNL COMP L RR INN UP','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700203	9	65190-TG4R-T000-H1	SILL COMP L FR INSIDE	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700203','9','65190-TG4R-T000-H1','SILL COMP L FR INSIDE','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700204	10	62120-TG4R-T000-H1	ROOF RAIL COMP FRONT	615	NULL	10013		FG3	0		1	0	50509	1	0	NULL	('SAI1700204','10','62120-TG4R-T000-H1','ROOF RAIL COMP FRONT','615',NULL,'10013','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700206	2	1001A74000	C COVER D30D LOCAL	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700206','2','1001A74000','C COVER D30D LOCAL','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700228	2	A234-87405	BRACKET RR SEAT BACK HINGE LH (F01200300)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700228','2','A234-87405','BRACKET RR SEAT BACK HINGE LH (F01200300)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700229	3	B121-97209	PLATE, SEAT TRACK LOCK	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700229','3','B121-97209','PLATE, SEAT TRACK LOCK','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700230	4	A243-87406	BRACKET RR SEAT LEG	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700230','4','A243-87406','BRACKET RR SEAT LEG','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700231	5	A334-87410	GUIDE CTR SEAT	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700231','5','A334-87410','GUIDE CTR SEAT','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700232	6	A462-87402	BRACKET RR SEAT CUSHION RR CTR	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700232','6','A462-87402','BRACKET RR SEAT CUSHION RR CTR','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700233	7	B267-87401	PLATE SEAT TRACK	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700233','7','B267-87401','PLATE SEAT TRACK','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700234	8	B801-87405	FRAME S/A FR SEAT CTR ARMREST	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700234','8','B801-87405','FRAME S/A FR SEAT CTR ARMREST','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700235	9	B106-87405	RAIL S/A SEAT TRACK UPR LH (D30D)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700235','9','B106-87405','RAIL S/A SEAT TRACK UPR LH (D30D)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700236	10	71304-BZ060	HINGE S/A RR NO.2 SEAT LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700236','10','71304-BZ060','HINGE S/A RR NO.2 SEAT LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700237	11	A339-87404 (B120610)	BRKT RR SEAT CUSH LEG RH (B120610)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700237','11','A339-87404 (B120610)','BRKT RR SEAT CUSH LEG RH (B120610)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700238	12	B125-87401	PLATE SEAT TRACK OUTER LWR (B121200)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700238','12','B125-87401','PLATE SEAT TRACK OUTER LWR (B121200)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700239	13	A207-87602	BRACKET S/A RR SEAT STOPPER LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700239','13','A207-87602','BRACKET S/A RR SEAT STOPPER LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700240	14	71303-BZ070	HINGE S/A RR NO.2 SEAT RH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700240','14','71303-BZ070','HINGE S/A RR NO.2 SEAT RH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700241	15	A243-97531	BRACKET RR SEAT LEG (INNER) (SGS)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700241','15','A243-97531','BRACKET RR SEAT LEG (INNER) (SGS)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700242	16	A219-87402	REINF. RR SEAT CUSHION FR LH (B120300E072176D)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700242','16','A219-87402','REINF. RR SEAT CUSHION FR LH (B120300E072176D)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700243	17	B778-87601	PLATE RR SEAT RECLINING LWR ARM LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700243','17','B778-87601','PLATE RR SEAT RECLINING LWR ARM LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700244	18	A111-87407	FRAME FR SEAT CUSHION	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700244','18','A111-87407','FRAME FR SEAT CUSHION','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700245	19	A308-87404	LEG SUB ASSY RR SEAT RH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700245','19','A308-87404','LEG SUB ASSY RR SEAT RH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700246	20	A362-97502-B	BRACKET FR SEAT SET NO.2 (D01202920)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700246','20','A362-97502-B','BRACKET FR SEAT SET NO.2 (D01202920)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700247	21	A121-97257	BRACKET FR SEAT CUSHION RH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700247','21','A121-97257','BRACKET FR SEAT CUSHION RH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700248	22	A309-87405	LEG SUB ASSY RR SEAT LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700248','22','A309-87405','LEG SUB ASSY RR SEAT LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700249	23	A243-97528	BRACKET RR SEAT LEG INNER	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700249','23','A243-97528','BRACKET RR SEAT LEG INNER','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700250	24	A243-97532	BRACKET RR SEAT LEG (OUTER) (SGS)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700250','24','A243-97532','BRACKET RR SEAT LEG (OUTER) (SGS)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700251	25	A122-97232	BRACKET FR SEAT CUSHION LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700251','25','A122-97232','BRACKET FR SEAT CUSHION LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700099	2	58650-68P00-000	CROSS MEMBER COMP,DASH UPPER,R	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700099','2','58650-68P00-000','CROSS MEMBER COMP,DASH UPPER,R','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700101	4	58750-68P00-000	CROSSMEMBER COMP,DASH UPPER,L	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700101','4','58750-68P00-000','CROSSMEMBER COMP,DASH UPPER,L','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700102	5	58750-52R00-000	CROSSMEMBER COMP,DASH UPPER,L	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700102','5','58750-52R00-000','CROSSMEMBER COMP,DASH UPPER,L','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700103	6	59221-68P10-000	CROSSMEMBER,DASH UPPER CTR	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700103','6','59221-68P10-000','CROSSMEMBER,DASH UPPER CTR','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700105	8	61180-73R00-000	BRACKET COMP,FR SEAT RR OUT,L	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700105','8','61180-73R00-000','BRACKET COMP,FR SEAT RR OUT,L','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700106	9	61235-68P00-000	REINF,MAIN FLOOR INSIDE,R	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700106','9','61235-68P00-000','REINF,MAIN FLOOR INSIDE,R','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700107	10	61285-68P00-000	REINF,MAIN FLOOR INSIDE,L	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700107','10','61285-68P00-000','REINF,MAIN FLOOR INSIDE,L','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700108	11	61531-73R00-000	REINF,RR SEAT RAIL FR CTR	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700108','11','61531-73R00-000','REINF,RR SEAT RAIL FR CTR','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700109	12	61532-73R00	PATCH RR SEAT RAIL FR CTR	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700109','12','61532-73R00','PATCH RR SEAT RAIL FR CTR','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700110	13	62654-73R00	BRACKET CANISTER HOSE CLAMP	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700110','13','62654-73R00','BRACKET CANISTER HOSE CLAMP','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700111	14	63486-73R00	REINF WHEEL HOUSE OTR FR R	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700111','14','63486-73R00','REINF WHEEL HOUSE OTR FR R','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700114	3	58750-68P00-000	CROSSMEMBER COMP,DASH UPPER,L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700114','3','58750-68P00-000','CROSSMEMBER COMP,DASH UPPER,L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700118	7	61180-73R00-000	BRACKET COMP,FR SEAT RR OUT,L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700118','7','61180-73R00-000','BRACKET COMP,FR SEAT RR OUT,L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700123	12	62654-73R00	BRACKET CANISTER HOSE CLAMP	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700123','12','62654-73R00','BRACKET CANISTER HOSE CLAMP','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700125	14	63886-73R00	REINF WHEEL HOUSE OTR FR L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700125','14','63886-73R00','REINF WHEEL HOUSE OTR FR L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700129	18	69167-73R00	REINF BACK DOOR OUTER NO.2	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700129','18','69167-73R00','REINF BACK DOOR OUTER NO.2','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700136	25	68331-73R00	REINF FR DOOR OUTER CTR L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700136','25','68331-73R00','REINF FR DOOR OUTER CTR L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700141	30	63485-73R00	REINF RR WHEEL HOUSE FR	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700141','30','63485-73R00','REINF RR WHEEL HOUSE FR','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700142	31	68531-73R00	REINF RR DOOR OUTER CTR R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700142','31','68531-73R00','REINF RR DOOR OUTER CTR R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700143	32	68731-73R00	REINF RR DOOR OUTER CTR L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700143','32','68731-73R00','REINF RR DOOR OUTER CTR L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700144	33	68572-73R00	REINF RR DOOR WINDOW REAR R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700144','33','68572-73R00','REINF RR DOOR WINDOW REAR R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700145	34	68772-73R00	REINF RR DOOR WINDOW REAR L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700145','34','68772-73R00','REINF RR DOOR WINDOW REAR L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700146	35	69121-73R00	REINF BACK DOOR HANDLE	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700146','35','69121-73R00','REINF BACK DOOR HANDLE','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700147	36	68121-73R00	REINF, FRONT DOOR OUTER , R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700147','36','68121-73R00','REINF, FRONT DOOR OUTER , R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700148	37	68331-73R00	REINF, FRONT DOOR OUTERCTR , L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700148','37','68331-73R00','REINF, FRONT DOOR OUTERCTR , L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700149	38	68521-73R00	REINF, REAR DOOR OUTER, R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700149','38','68521-73R00','REINF, REAR DOOR OUTER, R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700151	40	65162-73R00	MEMBER, ROOF PANEL CTR NO.2	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700151','40','65162-73R00','MEMBER, ROOF PANEL CTR NO.2','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700152	41	86162-74P00	PLATE, FR CUSH FRAME	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700152','41','86162-74P00','PLATE, FR CUSH FRAME','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700155	44	87328-73RJ0	BRACKET, BELT GUIDE	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700155','44','87328-73RJ0','BRACKET, BELT GUIDE','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700158	47	88111-73RA0	BRACKET, 3RD STAY INSIDE R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700158','47','88111-73RA0','BRACKET, 3RD STAY INSIDE R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700170	59	88115-73R00	LEG,3RD CUSH	95	NULL	10010		FG3	0		0	0	50509	1	0	NULL	('SAI1700170','59','88115-73R00','LEG,3RD CUSH','95',NULL,'10010','','FG3','0','','0','0','50509','1','0',NULL),
