SysID	ItemNo	PartNo	PartName	IDCust	Image	IDProject	PackingType	PartTypeID	StdPack	FGLocation	QtyPerCar	SupplierID	CreateBy	IsActive	IsDelete	NameType	INSERT INTO BOM1 (SysID, ItemNo, PartNo, PartName, IDCust, Image, IDProject, PackingType, PartTypeID, StdPack, FGLocation, QtyPerCar, SupplierID, CreateBy, IsActive, IsDelete, NameType) VALUES 
SAI1700030	16	5253AJ62	BRKT,3RD SEAT, SIDE RR RH	549	NULL	10009		FG3	0		1	0	50509	1	1	NULL	('SAI1700030','16','5253AJ62','BRKT,3RD SEAT, SIDE RR RH','549',NULL,'10009','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700031	16	5253AJ61	BRKT,3RD SEAT, SIDE RR LH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700031','16','5253AJ61','BRKT,3RD SEAT, SIDE RR LH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700032	17	5253AJ62	BRKT,3RD SEAT, SIDE RR RH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700032','17','5253AJ62','BRKT,3RD SEAT, SIDE RR RH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700033	18	5253AK94	BRKT, SPARE TIRE	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700033','18','5253AK94','BRKT, SPARE TIRE','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700034	19	5253AJ90	REINF ASSY, 3RD SEAT,BELT, CTR	549	NULL	10009	PTYPE S	FG3	150	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700034','19','5253AJ90','REINF ASSY, 3RD SEAT,BELT, CTR','549',NULL,'10009','PTYPE S','FG3','150','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700035	20	5253AL09	REINF,2ND SEAT STRIKKER,INR	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700035','20','5253AL09','REINF,2ND SEAT STRIKKER,INR','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700036	21	5253AU33	BRKT,3RD SEAT,SIDE FR LH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700036','21','5253AU33','BRKT,3RD SEAT,SIDE FR LH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700037	22	5253AU34	BRKT,3RD SEAT,SIDE FR RH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700037','22','5253AU34','BRKT,3RD SEAT,SIDE FR RH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700038	23	5290D311	RAIL,ROOF SIDE INR LH	549	NULL	10009	PTYPE L	FG3	72	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700038','23','5290D311','RAIL,ROOF SIDE INR LH','549',NULL,'10009','PTYPE L','FG3','72','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700039	24	5290D312	RAIL,ROOF SIDE INR RH	549	NULL	10009	PTYPE L	FG3	72	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700039','24','5290D312','RAIL,ROOF SIDE INR RH','549',NULL,'10009','PTYPE L','FG3','72','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700040	25	5230G217	FRAME,UPR OTR   LH	549	NULL	10009	TYPE S	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700040','25','5230G217','FRAME,UPR OTR   LH','549',NULL,'10009','TYPE S','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700041	26	5230G218	FRAME,UPR OTR   RH	549	NULL	10009	TYPE S	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700041','26','5230G218','FRAME,UPR OTR   RH','549',NULL,'10009','TYPE S','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700042	27	5305A769	PANEL ASSY,RR W / HSE INR LH	549	NULL	10009	PYTYPE L	FG3	15	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700042','27','5305A769','PANEL ASSY,RR W / HSE INR LH','549',NULL,'10009','PYTYPE L','FG3','15','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700043	28	5305A770	PANEL ASSY,RR W / HSE INR RH	549	NULL	10009	PTYPE L	FG3	15	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700043','28','5305A770','PANEL ASSY,RR W / HSE INR RH','549',NULL,'10009','PTYPE L','FG3','15','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700044	29	5313B265	REINF ASSY, RR PILLAR LH	549	NULL	10009	PTYPE M	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700044','29','5313B265','REINF ASSY, RR PILLAR LH','549',NULL,'10009','PTYPE M','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700045	30	5313B266	REINF ASSY, RR PILLAR RH	549	NULL	10009	PTYPE M	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700045','30','5313B266','REINF ASSY, RR PILLAR RH','549',NULL,'10009','PTYPE M','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700046	31	5220K750	BRKT,FR FENDER	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700046','31','5220K750','BRKT,FR FENDER','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700047	32	5301H415	PANEL ASY QTR INR LWR FR LH	549	NULL	10009	PTYPE S	FG3	18	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700047','32','5301H415','PANEL ASY QTR INR LWR FR LH','549',NULL,'10009','PTYPE S','FG3','18','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700048	33	5301H416	PANEL ASY QTR INR LWR FR RH	549	NULL	10009	PTYPE S	FG3	18	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700048','33','5301H416','PANEL ASY QTR INR LWR FR RH','549',NULL,'10009','PTYPE S','FG3','18','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700049	34	5314A779	REINF,3RD S/BELT, LWR   LH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700049','34','5314A779','REINF,3RD S/BELT, LWR   LH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700050	35	5314A780	REINF,3RD S/BELT,LWR    RH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700050','35','5314A780','REINF,3RD S/BELT,LWR    RH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700051	36	5290D322	BOW,ROOF,CTR	549	NULL	10009	PTYPE L	FG3	70	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700051','36','5290D322','BOW,ROOF,CTR','549',NULL,'10009','PTYPE L','FG3','70','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700052	37	5290D323	BOW,ROOF,A	549	NULL	10009	PTYPE S	FG3	70	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700052','37','5290D323','BOW,ROOF,A','549',NULL,'10009','PTYPE S','FG3','70','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700053	38	5290D385	BOW,ROOF,C	549	NULL	10009	PTYPE S	FG3	70	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700053','38','5290D385','BOW,ROOF,C','549',NULL,'10009','PTYPE S','FG3','70','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700054	39	5290D326	RAIL ASSY ROOF RR	549	NULL	10009	PTYPE M	FG3	20		1	0	50509	1	0	NULL	('SAI1700054','39','5290D326','RAIL ASSY ROOF RR','549',NULL,'10009','PTYPE M','FG3','20','','1','0','50509','1','0',NULL),
SAI1700055	40	5290D396	BRKT,HOLDER	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700055','40','5290D396','BRKT,HOLDER','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700056	41	5290D397	BRKT,MAPLAMP	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700056','41','5290D397','BRKT,MAPLAMP','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700057	42	5290D384	BOW,ROOF,B	549	NULL	10009	PTYPE S	FG3	70	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700057','42','5290D384','BOW,ROOF,B','549',NULL,'10009','PTYPE S','FG3','70','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700058	43	5290D487	EXT,FR ROOF RAIL LH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700058','43','5290D487','EXT,FR ROOF RAIL LH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700059	44	5290D488	EXT,FR ROOF RAIL RH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700059','44','5290D488','EXT,FR ROOF RAIL RH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700060	45	5290D997	BOW ROOF D	549	NULL	10009	PTYPE S	FG3	70	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700060','45','5290D997','BOW ROOF D','549',NULL,'10009','PTYPE S','FG3','70','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700061	46	5301H196	GUSSET,SIDE ROOF RAIL	549	NULL	10008		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700061','46','5301H196','GUSSET,SIDE ROOF RAIL','549',NULL,'10008','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700062	47	5220L701	REINF,STRUT HOUSE	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700062','47','5220L701','REINF,STRUT HOUSE','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700063	48	5360A263	STEP ASSY, SIDE, LH	549	NULL	10012	SP	FG3	15		1	0	50509	1	0	NULL	('SAI1700063','48','5360A263','STEP ASSY, SIDE, LH','549',NULL,'10012','SP','FG3','15','','1','0','50509','1','0',NULL),
SAI1700064	49	5360A264	STEP ASSY, SIDE, RH	549	NULL	10012	SP	FG3	15		1	0	50509	1	1	NULL	('SAI1700064','49','5360A264','STEP ASSY, SIDE, RH','549',NULL,'10012','SP','FG3','15','','1','0','50509','1','1',NULL),
SAI1700065	50	5360A264	STEP ASSY, SIDE, RH	549	NULL	10012	SP	FG3	15		1	0	50509	1	0	NULL	('SAI1700065','50','5360A264','STEP ASSY, SIDE, RH','549',NULL,'10012','SP','FG3','15','','1','0','50509','1','0',NULL),
SAI1700066	51	1584B185S	CONVERTER ASSY,CATALITYTIC FRONT	549	NULL	10012		FG3	0		1	0	50509	1	0	NULL	('SAI1700066','51','1584B185S','CONVERTER ASSY,CATALITYTIC FRONT','549',NULL,'10012','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700067	1	TES	AJA	1	NULL	1	14	FG1	15	13	1	0	67	1	1	NULL	('SAI1700067','1','TES','AJA','1',NULL,'1','14','FG1','15','13','1','0','67','1','1',NULL),
SAI1700068	52	1571B745	MUFLER ASSY MAIN	549	NULL	10012	SP	FG3	15		1	0	50509	1	0	NULL	('SAI1700068','52','1571B745','MUFLER ASSY MAIN','549',NULL,'10012','SP','FG3','15','','1','0','50509','1','0',NULL),
SAI1700069	53	1571B746	MUFLER ASSY MAIN	549	NULL	10012	SP	FG3	15		1	0	50509	1	1	NULL	('SAI1700069','53','1571B746','MUFLER ASSY MAIN','549',NULL,'10012','SP','FG3','15','','1','0','50509','1','1',NULL),
SAI1700070	53	1571B746	MUFLER ASSY MAIN	549	NULL	10012	SP	FG3	15		1	0	50509	1	0	NULL	('SAI1700070','53','1571B746','MUFLER ASSY MAIN','549',NULL,'10012','SP','FG3','15','','1','0','50509','1','0',NULL),
SAI1700071	54	1570D217	PIPE ASSY,EXH CENTER	549	NULL	10012		FG3	0		1	0	50509	1	0	NULL	('SAI1700071','54','1570D217','PIPE ASSY,EXH CENTER','549',NULL,'10012','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700072	55	1570D239	PIPE ASSY,EXH FRONT	549	NULL	10012		FG3	0		1	0	50509	1	1	NULL	('SAI1700072','55','1570D239','PIPE ASSY,EXH FRONT','549',NULL,'10012','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700073	55	1570B240	PIPE ASSY,EXH CENTER	549	NULL	10012		FG3	0		1	0	50509	1	0	NULL	('SAI1700073','55','1570B240','PIPE ASSY,EXH CENTER','549',NULL,'10012','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700074	56	1570D239	PIPE ASSY,EXH FRONT	549	NULL	10012		FG3	0		1	0	50509	1	0	NULL	('SAI1700074','56','1570D239','PIPE ASSY,EXH FRONT','549',NULL,'10012','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700075	1	8982594530	"REINFORCEMET;CHECK ARM"	708	NULL	10011	PTYPE L	FG3	10		1	0	50509	1	0	NULL	"('SAI1700075','1','8982594530','REINFORCEMET;CHECK ARM','708',NULL,'10011','PTYPE L','FG3','10','','1','0','50509','1','0',NULL),"
SAI1700076	2	8982594690	"EXT;FRT PILLAR UP RH"	708	NULL	10011	PTYPE L	FG3	10		1	0	50509	1	0	NULL	"('SAI1700076','2','8982594690','EXT;FRT PILLAR UP RH','708',NULL,'10011','PTYPE L','FG3','10','','1','0','50509','1','0',NULL),"
SAI1700077	3	8982594700	"EXT;FRT PILLAR UP LH"	708	NULL	10011	PTYPE L	FG3	10		1	0	50509	1	0	NULL	"('SAI1700077','3','8982594700','EXT;FRT PILLAR UP LH','708',NULL,'10011','PTYPE L','FG3','10','','1','0','50509','1','0',NULL),"
SAI1700078	4	8982856520	"PATCH;CLSG,FRT PILLAR UPR"	708	NULL	10011	PTYPE L	FG3	10		1	0	50509	1	0	NULL	"('SAI1700078','4','8982856520','PATCH;CLSG,FRT PILLAR UPR','708',NULL,'10011','PTYPE L','FG3','10','','1','0','50509','1','0',NULL),"
SAI1700079	5	8982594750	"BRACKET;SUPPORT,INST DR"	708	NULL	10011	PTYPE L	FG3	5		1	0	50509	1	0	NULL	"('SAI1700079','5','8982594750','BRACKET;SUPPORT,INST DR','708',NULL,'10011','PTYPE L','FG3','5','','1','0','50509','1','0',NULL),"
SAI1700080	6	8982594770	"BRACKET;SUPPORT,INST PS"	708	NULL	10011	PTYPE L	FG3	5		1	0	50509	1	0	NULL	"('SAI1700080','6','8982594770','BRACKET;SUPPORT,INST PS','708',NULL,'10011','PTYPE L','FG3','5','','1','0','50509','1','0',NULL),"
SAI1700081	7	8982594720	"BRACKET;REINF FRT PNL RH"	708	NULL	10011	PTYPE L	FG3	5		1	0	50509	1	0	NULL	"('SAI1700081','7','8982594720','BRACKET;REINF FRT PNL RH','708',NULL,'10011','PTYPE L','FG3','5','','1','0','50509','1','0',NULL),"
SAI1700082	8	8982594730	"BRACKET;REINF FRT PNL LH"	708	NULL	10011	PYTPE L	FG3	5		1	0	50509	1	0	NULL	"('SAI1700082','8','8982594730','BRACKET;REINF FRT PNL LH','708',NULL,'10011','PYTPE L','FG3','5','','1','0','50509','1','0',NULL),"
SAI1700083	9	8982735200	"REINF;DOOR O/S HANDLE RH"	708	NULL	10011	PTYPE L	FG3	10		1	0	50509	1	0	NULL	"('SAI1700083','9','8982735200','REINF;DOOR O/S HANDLE RH','708',NULL,'10011','PTYPE L','FG3','10','','1','0','50509','1','0',NULL),"
SAI1700084	10	8982735210	"REINF;DOOR O/S HANDLE LH"	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	"('SAI1700084','10','8982735210','REINF;DOOR O/S HANDLE LH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),"
SAI1700085	11	8982859720	"ANTI DRUM;FRT DOOR RH"	708	NULL	10011	PTYPE L	FG3	4		1	0	50509	1	0	NULL	"('SAI1700085','11','8982859720','ANTI DRUM;FRT DOOR RH','708',NULL,'10011','PTYPE L','FG3','4','','1','0','50509','1','0',NULL),"
SAI1700086	12	8982594070	"ANTI DRUM;FRT DOOR LH"	708	NULL	10011	PTYPE L	FG3	4		1	0	50509	1	0	NULL	"('SAI1700086','12','8982594070','ANTI DRUM;FRT DOOR LH','708',NULL,'10011','PTYPE L','FG3','4','','1','0','50509','1','0',NULL),"
SAI1700087	1	123	123	1	NULL	2		FG1	0	ER	12	818	67	1	1	NULL	('SAI1700087','1','123','123','1',NULL,'2','','FG1','0','ER','12','818','67','1','1',NULL),
SAI1700088	13	8982594660	CLOSING FRT PLR UPR RH	708	NULL	10011	PTYPE L	FG3	0		1	0	50509	1	0	NULL	('SAI1700088','13','8982594660','CLOSING FRT PLR UPR RH','708',NULL,'10011','PTYPE L','FG3','0','','1','0','50509','1','0',NULL),
SAI1700090	15	8982594810	REINF S/BELT SHOULDER  LH	708	NULL	10011	L	FG3	0		1	0	50509	1	0	NULL	('SAI1700090','15','8982594810','REINF S/BELT SHOULDER  LH','708',NULL,'10011','L','FG3','0','','1','0','50509','1','0',NULL),
SAI1700091	16	8982594820	REINF S/BELT SHOULDER RH	708	NULL	10011	L	FG3	0		1	0	50509	1	0	NULL	('SAI1700091','16','8982594820','REINF S/BELT SHOULDER RH','708',NULL,'10011','L','FG3','0','','1','0','50509','1','0',NULL),
SAI1700092	17	8982594870	CLOSING RR PLR UPR  LH	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	('SAI1700092','17','8982594870','CLOSING RR PLR UPR  LH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700093	18	8982594880	CLOSING RR PLR UPR  RH	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	('SAI1700093','18','8982594880','CLOSING RR PLR UPR  RH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700094	19	8982594900	CANTRAIL SIDE FRT RH	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	('SAI1700094','19','8982594900','CANTRAIL SIDE FRT RH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700095	20	8982594910	CANTRAIL SIDE FRT LH	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	('SAI1700095','20','8982594910','CANTRAIL SIDE FRT LH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700096	21	8982586590	CLOSING RR PLR LWR LH	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	('SAI1700096','21','8982586590','CLOSING RR PLR LWR LH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700097	22	898258660	CLOSING RR PLR LWR RH	708	NULL	10011		FG3	0		1	0	50509	1	0	NULL	('SAI1700097','22','898258660','CLOSING RR PLR LWR RH','708',NULL,'10011','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700098	1	23	234	1	NULL	2	234	FG1	234	2343	234	818	67	1	1	NULL	('SAI1700098','1','23','234','1',NULL,'2','234','FG1','234','2343','234','818','67','1','1',NULL),
SAI1700100	3	58650-68P10-000	CROSSMEMBER COMP,DASH UPPER,R	95	NULL	3		FG3	0		1	0	50509	1	1	NULL	('SAI1700100','3','58650-68P10-000','CROSSMEMBER COMP,DASH UPPER,R','95',NULL,'3','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700112	1	58650-68P00-000	CROSS MEMBER COMP,DASH UPPER,R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700112','1','58650-68P00-000','CROSS MEMBER COMP,DASH UPPER,R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700115	4	58750-52R00-000	CROSSMEMBER COMP,DASH UPPER,L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700115','4','58750-52R00-000','CROSSMEMBER COMP,DASH UPPER,L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700116	5	59221-68P10-000	CROSSMEMBER,DASH UPPER CTR	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700116','5','59221-68P10-000','CROSSMEMBER,DASH UPPER CTR','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700117	6	61130-73R00-000	BRACKET COMP,FR SEAT RR OUT,R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700117','6','61130-73R00-000','BRACKET COMP,FR SEAT RR OUT,R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700119	8	61235-68P00-000	REINF,MAIN FLOOR INSIDE,R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700119','8','61235-68P00-000','REINF,MAIN FLOOR INSIDE,R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700120	9	61285-68P00-000	REINF,MAIN FLOOR INSIDE,L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700120','9','61285-68P00-000','REINF,MAIN FLOOR INSIDE,L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700124	13	63486-73R00	REINF WHEEL HOUSE OTR FR R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700124','13','63486-73R00','REINF WHEEL HOUSE OTR FR R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700126	15	64132-73R00	REINF SHUT STOPPER R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700126','15','64132-73R00','REINF SHUT STOPPER R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700127	16	64532-73R00	REINF SHUT STOPPER L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700127','16','64532-73R00','REINF SHUT STOPPER L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700128	17	64133-73R00	RETAINER SHUT STOPER	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700128','17','64133-73R00','RETAINER SHUT STOPER','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700130	19	61522-73R00	PANEL RR FLOOR SIDE RR R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700130','19','61522-73R00','PANEL RR FLOOR SIDE RR R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700131	20	61572-73R00	PANEL RR FLOOR SIDE RR L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700131','20','61572-73R00','PANEL RR FLOOR SIDE RR L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700132	21	57332-73R00	REINF FR HOOD HINGE RR R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700132','21','57332-73R00','REINF FR HOOD HINGE RR R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700133	22	57337-73R00	REINF FR HOOD HINGE RR L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700133','22','57337-73R00','REINF FR HOOD HINGE RR L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700134	23	65165-73R00	MEMBER ROOF PANEL CTR R NO 4	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700134','23','65165-73R00','MEMBER ROOF PANEL CTR R NO 4','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700137	26	68174-73R00	SUPPORT FR DOOR UPPER REAR	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700137','26','68174-73R00','SUPPORT FR DOOR UPPER REAR','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700138	27	63483-73R00	BRACKET RR LINING R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700138','27','63483-73R00','BRACKET RR LINING R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700139	28	63883-73R00	BRACKET RR LINING L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700139','28','63883-73R00','BRACKET RR LINING L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700140	29	63484-73R00	SUPPORT SIDE BODY OUTER R	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700140','29','63484-73R00','SUPPORT SIDE BODY OUTER R','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
SAI1700150	39	68721-73R00	REINF, REAR DOOR OUTER, L	95	NULL	10010		FG3	0		1	0	50509	1	0	NULL	('SAI1700150','39','68721-73R00','REINF, REAR DOOR OUTER, L','95',NULL,'10010','','FG3','0','','1','0','50509','1','0',NULL),
